id,date
1478,2011041714
6776,2012050820
3530,2011091414
3897,2011101121
2667,2011071315
857,2011030305
2527,2011070307
3256,2011082504
6213,2012032809
4820,2011121720
90,2011010606
2481,2011062921
1581,2011042421
645,2011021609
1899,2011051815
3624,2011092112
3374,2011090314
4158,2011103006
2472,2011062912
6976,2012052304
5658,2012021606
1335,2011040703
7409,2012062317
5458,2012020122
356,2011012608
4108,2011102616
2826,2011072418
5119,2012010807
788,2011022620
2333,2011061905
185,2011011305
6001,2012031313
6615,2012042603
3880,2011100916
6901,2012051701
2153,2011060517
6010,2012031322
7097,2012053105
5964,2012031012
1004,2011031320
5621,2012021417
4267,2011110619
7098,2012053106
6547,2012042119
7215,2012060915
2435,2011062611
2912,2011073108
440,2011020120
1879,2011051719
912,2011030700
6755,2012050611
337,2011012513
4770,2011121406
141,2011010921
6968,2012052220
469,2011020301
6861,2012051321
5581,2012021113
3848,2011100808
6068,2012031720
5548,2012020816
4922,2011122502
2785,2011072301
4183,2011110119
1422,2011041318
7410,2012062318
3388,2011090404
5218,2012011510
1282,2011040310
7251,2012061215
5125,2012010813
3795,2011100415
5700,2012021912
1804,2011051116
1678,2011050122
1719,2011050503
1771,2011050819
1189,2011032713
5746,2012022222
5440,2012020104
1535,2011042111
2724,2011071712
3569,2011091717
7384,2012062104
3102,2011081406
3717,2011092809
1571,2011042411
3912,2011101212
4425,2011111909
6747,2012050603
2819,2011072411
777,2011022609
3582,2011091806
7390,2012062110
2984,2011080608
1051,2011031707
1835,2011051411
3254,2011082502
5456,2012020120
7295,2012061411
6554,2012042202
5207,2012011423
6671,2012042923
2158,2011060522
3315,2011083015
3308,2011082820
2172,2011060800
3321,2011083021
1721,2011050505
5589,2012021121
6212,2012032808
6012,2012031400
7330,2012061710
5915,2012030623
4884,2011122200
3186,2011082018
1725,2011050509
2926,2011073122
1458,2011041618
5222,2012011514
6187,2012032519
6979,2012052307
1172,2011032620
2068,2011053116
4790,2011121502
4713,2011121009
603,2011021303
5812,2012022816
6330,2012040506
1025,2011031605
348,2011012600
6030,2012031418
3260,2011082508
5952,2012030812
6385,2012041013
3851,2011100811
3574,2011091722
1807,2011051119
4442,2011112002
7297,2012061601
1943,2011052123
5763,2012022503
2587,2011070707
6339,2012040703
933,2011030909
182,2011011302
987,2011031303
5178,2012011206
2896,2011073016
7301,2012061605
6836,2012051220
6419,2012041123
2206,2011060910
646,2011021610
1512,2011042012
7068,2012053000
4433,2011111917
4995,2011123103
369,2011012621
6109,2012032101
3118,2011081422
3881,2011100917
4506,2011112406
1127,2011032311
5702,2012021914
605,2011021305
3164,2011081808
1793,2011051105
7025,2012052617
1459,2011041619
7115,2012060211
7424,2012062408
5993,2012031117
1695,2011050403
3699,2011092715
855,2011030303
4803,2011121703
2365,2011062201
1578,2011042418
906,2011030618
4151,2011102923
2956,2011080316
3343,2011083119
6526,2012041910
1724,2011050508
1406,2011041302
4250,2011110602
3055,2011081019
4865,2011122105
6812,2012051008
6920,2012051908
6086,2012031814
4443,2011112003
5839,2012022919
4607,2011120111
5576,2012021108
1707,2011050415
1919,2011051911
1090,2011032010
799,2011022707
1618,2011042722
6705,2012050221
275,2011011923
1901,2011051817
268,2011011916
6906,2012051706
888,2011030600
986,2011031302
4471,2011112219
1135,2011032319
2720,2011071708
109,2011010813
3875,2011100911
4435,2011111919
2421,2011062521
644,2011021608
1016,2011031520
5487,2012020415
6913,2012051901
4754,2011121314
3882,2011100918
597,2011021221
4449,2011112009
690,2011021918
2072,2011053120
1504,2011042004
3448,2011090804
639,2011021603
4608,2011120112
5632,2012021504
6660,2012042912
3363,2011090303
1770,2011050818
1280,2011040308
6799,2012050919
4957,2011122801
4813,2011121713
1939,2011052119
6348,2012040712
2349,2011061921
1028,2011031608
218,2011011602
6093,2012031821
4217,2011110305
4573,2011113001
4867,2011122107
2705,2011071617
519,2011020615
3908,2011101208
4456,2011112016
5048,2012010320
3744,2011092912
2535,2011070315
3862,2011100822
4441,2011112001
1543,2011042307
2758,2011072010
5460,2012020200
7335,2012061715
6653,2012042905
3957,2011101521
783,2011022615
3904,2011101204
6342,2012040706
2009,2011052605
6862,2012051322
116,2011010820
3115,2011081419
5144,2012011020
4980,2011122900
3360,2011090112
6589,2012042501
6638,2012042814
5072,2012010420
4244,2011110520
668,2011021708
2040,2011052900
771,2011022603
3645,2011092209
4724,2011121020
6311,2012040411
3463,2011091007
4255,2011110607
697,2011022001
1125,2011032309
3444,2011090800
1377,2011041009
5424,2012013000
4361,2011111317
5777,2012022517
2740,2011071916
6853,2012051313
2136,2011060500
7188,2012060700
5903,2012030423
812,2011022720
7350,2012061918
7244,2012061020
2759,2011072011
5219,2012011511
4118,2011102702
7095,2012053103
2906,2011073102
6433,2012041401
1658,2011050102
5962,2012031010
4620,2011120312
4979,2011122823
7118,2012060214
102,2011010806
7011,2012052603
2557,2011070601
2378,2011062214
3166,2011081810
911,2011030623
227,2011011611
4053,2011102221
3773,2011100205
56,2011010420
6077,2012031805
6035,2012031423
3397,2011090413
6261,2012033121
6866,2012051514
2816,2011072408
4025,2011102005
5015,2011123123
6943,2012052007
6668,2012042920
4008,2011101912
860,2011030308
2326,2011061822
5531,2012020723
5934,2012030718
1200,2011032800
6712,2012050304
1156,2011032604
5332,2012012416
6553,2012042201
2695,2011071607
6331,2012040507
3923,2011101223
5809,2012022813
641,2011021605
6265,2012040101
795,2011022703
5055,2012010403
6479,2012041523
6849,2012051309
5415,2012012915
4284,2011110900
4165,2011103013
2077,2011060101
4201,2011110213
6683,2012050123
1337,2011040705
179,2011011223
3562,2011091710
4215,2011110303
5150,2012011102
1561,2011042401
5185,2012011401
5815,2012022819
3713,2011092805
4078,2011102322
5283,2012012103
4545,2011112709
3965,2011101605
2593,2011070901
1736,2011050708
7425,2012062409
6227,2012032823
4734,2011121106
3690,2011092518
7240,2012061016
2735,2011071723
5101,2012010713
6228,2012032900
1232,2011033020
2658,2011071306
6475,2012041519
6039,2012031503
732,2011022300
1886,2011051802
7225,2012061001
4220,2011110308
904,2011030616
1970,2011052414
6748,2012050604
7371,2012062015
5892,2012030412
5114,2012010802
1764,2011050812
2046,2011052906
1791,2011051103
422,2011013014
5616,2012021300
2742,2011071918
4089,2011102521
101,2011010805
3778,2011100210
1747,2011050719
4527,2011112615
5747,2012022223
5496,2012020500
5565,2012020909
6932,2012051920
5899,2012030419
4475,2011112223
4594,2011113022
3762,2011100118
2744,2011071920
2997,2011080621
2226,2011061118
6178,2012032510
3050,2011081014
5109,2012010721
4586,2011113014
4006,2011101910
7357,2012062001
5038,2012010122
3246,2011082418
4731,2011121103
2749,2011072001
3371,2011090311
2979,2011080603
5124,2012010812
3364,2011090304
2584,2011070704
6104,2012032020
4637,2011120405
3040,2011081004
2818,2011072410
7107,2012060203
6389,2012041017
5397,2012012821
2200,2011060904
2518,2011070222
3914,2011101214
2346,2011061918
4800,2011121512
2538,2011070318
5013,2011123121
2842,2011072622
4290,2011110906
3837,2011100609
2814,2011072406
7046,2012052714
3394,2011090410
6253,2012033113
4207,2011110219
624,2011021400
6245,2012033105
4247,2011110523
4120,2011102704
1250,2011040202
4537,2011112701
2489,2011063005
3082,2011081310
3224,2011082320
1159,2011032607
296,2011012208
4020,2011102000
5877,2012030321
7455,2012062703
1449,2011041609
7429,2012062413
3413,2011090617
3362,2011090302
1505,2011042005
1584,2011042500
226,2011011610
1404,2011041300
2389,2011062301
3273,2011082709
714,2011022018
5743,2012022219
2619,2011071003
5970,2012031018
7038,2012052706
304,2011012216
5583,2012021115
7472,2012062720
3853,2011100813
2630,2011071014
3635,2011092123
4313,2011111005
6081,2012031809
3715,2011092807
5861,2012030305
1606,2011042710
7217,2012060917
582,2011021206
1446,2011041606
1946,2011052202
1288,2011040316
6029,2012031417
6636,2012042812
2913,2011073109
3589,2011091813
3926,2011101302
6907,2012051707
4423,2011111907
2650,2011071222
5408,2012012908
1662,2011050106
1109,2011032217
4602,2011120106
1742,2011050714
1665,2011050109
3037,2011081001
2683,2011071407
4041,2011102209
3567,2011091715
713,2011022017
3106,2011081410
4310,2011111002
948,2011031000
584,2011021208
4575,2011113003
4658,2011120614
2116,2011060404
7201,2012060901
5016,2012010100
7406,2012062314
1902,2011051818
3887,2011100923
7466,2012062714
1240,2011033104
2772,2011072100
4711,2011121007
6606,2012042518
7211,2012060911
3161,2011081805
3886,2011100922
34,2011010210
1950,2011052206
364,2011012616
5953,2012031001
1772,2011050820
3320,2011083020
96,2011010612
282,2011012006
61,2011010501
3613,2011092101
6435,2012041403
3961,2011101601
4162,2011103010
5879,2012030323
6352,2012040716
4501,2011112401
5865,2012030309
3424,2011090704
5849,2012030105
6437,2012041405
2620,2011071004
7199,2012060711
6909,2012051709
2771,2011072023
4308,2011111000
5292,2012012112
1183,2011032707
4171,2011103019
36,2011010212
4476,2011112300
3952,2011101516
2999,2011080623
1708,2011050416
7183,2012060619
2367,2011062203
1988,2011052508
6226,2012032822
2530,2011070310
3064,2011081104
2087,2011060111
4958,2011122802
4518,2011112606
5163,2012011115
2235,2011061203
1800,2011051112
5457,2012020121
7227,2012061003
2415,2011062515
2422,2011062522
5782,2012022522
6349,2012040713
4009,2011101913
2197,2011060901
4242,2011110518
2114,2011060402
1881,2011051721
2573,2011070617
3656,2011092408
712,2011022016
4004,2011101908
2988,2011080612
3876,2011100912
6140,2012032208
5883,2012030403
7164,2012060600
4276,2011110816
3108,2011081412
4494,2011112318
4357,2011111313
5204,2012011420
839,2011030211
4184,2011110120
633,2011021521
4611,2011120303
2338,2011061910
651,2011021615
2892,2011073012
5518,2012020522
1849,2011051501
6356,2012040720
5571,2012021103
6283,2012040119
2621,2011071005
341,2011012517
5635,2012021507
7443,2012062615
1688,2011050320
4986,2011122906
5921,2012030705
1378,2011041010
6924,2012051912
3441,2011090721
938,2011030914
6567,2012042215
6609,2012042521
1969,2011052413
5884,2012030404
6779,2012050823
2602,2011070910
5043,2012010315
3232,2011082404
3610,2011092022
5572,2012021104
4737,2011121109
107,2011010811
3052,2011081016
3669,2011092421
5104,2012010716
2802,2011072318
4022,2011102002
6500,2012041808
4574,2011113002
2711,2011071623
3657,2011092409
5940,2012030800
4224,2011110312
2165,2011060717
353,2011012605
1160,2011032608
7213,2012060913
3494,2011091114
874,2011030510
6078,2012031806
789,2011022621
5785,2012022601
3249,2011082421
4156,2011103004
691,2011021919
5510,2012020514
1302,2011040518
836,2011030208
3636,2011092200
3829,2011100601
4328,2011111208
4035,2011102203
2881,2011073001
1637,2011043005
5399,2012012823
1615,2011042719
3504,2011091200
4684,2011120716
4109,2011102617
3112,2011081416
2827,2011072419
2412,2011062512
3274,2011082710
1674,2011050118
4804,2011121704
1565,2011042405
3314,2011083014
7311,2012061615
181,2011011301
6533,2012042105
2917,2011073113
2492,2011063008
5112,2012010800
5046,2012010318
2631,2011071015
6455,2012041423
5172,2012011200
6404,2012041108
2423,2011062523
7092,2012053100
2459,2011062823
4311,2011111003
3807,2011100503
1706,2011050414
5895,2012030415
7125,2012060221
673,2011021901
3544,2011091504
4288,2011110904
4789,2011121501
5176,2012011204
3480,2011091100
6890,2012051614
3481,2011091101
180,2011011300
2445,2011062621
3472,2011091016
2549,2011070517
6854,2012051314
1621,2011042801
3163,2011081807
1530,2011042106
6801,2012050921
4619,2011120311
1896,2011051812
701,2011022005
6428,2012041208
5350,2012012510
6518,2012041902
6445,2012041413
3969,2011101609
4616,2011120308
3242,2011082414
4531,2011112619
1650,2011043018
6027,2012031415
136,2011010916
2562,2011070606
360,2011012612
5188,2012011404
5078,2012010502
7273,2012061313
4003,2011101907
280,2011012004
2350,2011061922
747,2011022315
3130,2011081622
739,2011022307
1845,2011051421
150,2011011118
3973,2011101613
3620,2011092108
7045,2012052713
1820,2011051208
4917,2011122421
1948,2011052204
5022,2012010106
6692,2012050208
7318,2012061622
4081,2011102513
451,2011020207
6163,2012032419
4542,2011112706
5352,2012012512
1842,2011051418
1582,2011042422
1268,2011040220
3367,2011090307
2854,2011072710
5687,2012021823
390,2011012906
1941,2011052121
6749,2012050605
2685,2011071409
4068,2011102312
3414,2011090618
50,2011010414
3710,2011092802
3297,2011082809
2485,2011063001
7189,2012060701
4815,2011121715
4528,2011112616
106,2011010810
3499,2011091119
1396,2011041216
5082,2012010506
2468,2011062908
425,2011013017
796,2011022704
2047,2011052907
6921,2012051909
2773,2011072101
6733,2012050513
4517,2011112605
6417,2012041121
3765,2011100121
6158,2012032414
3316,2011083016
1832,2011051408
6700,2012050216
7266,2012061306
7281,2012061321
3685,2011092513
4874,2011122114
3090,2011081318
4388,2011111608
5398,2012012822
5271,2012011903
2565,2011070609
757,2011022401
2376,2011062212
4445,2011112005
5874,2012030318
4408,2011111704
4416,2011111712
2700,2011071612
5723,2012022123
2920,2011073116
1534,2011042110
4026,2011102006
6315,2012040415
222,2011011606
3169,2011082001
4703,2011120811
4447,2011112007
6679,2012050119
1098,2011032018
5682,2012021818
832,2011030204
7152,2012060400
6392,2012041020
1489,2011041913
566,2011021002
3313,2011083013
7413,2012062321
5044,2012010316
1938,2011052118
2540,2011070320
409,2011013001
462,2011020218
7182,2012060618
4717,2011121013
5623,2012021419
3871,2011100907
7179,2012060615
3563,2011091711
4420,2011111904
3416,2011090620
1211,2011032923
431,2011013023
5553,2012020821
4329,2011111209
866,2011030502
5324,2012012220
1493,2011041917
4583,2011113011
5201,2012011417
6488,2012041720
790,2011022622
3933,2011101309
4397,2011111617
909,2011030621
213,2011011521
2942,2011080302
5540,2012020808
2017,2011052801
3008,2011080708
3673,2011092501
4510,2011112410
6874,2012051522
1897,2011051813
4296,2011110912
2541,2011070321
4526,2011112614
4360,2011111316
2722,2011071710
5662,2012021610
6804,2012051000
5035,2012010119
2021,2011052805
3383,2011090323
859,2011030307
5588,2012021120
1502,2011042002
2729,2011071717
3194,2011082102
6113,2012032105
4752,2011121200
2966,2011080402
515,2011020611
7340,2012061720
2980,2011080604
2152,2011060516
5100,2012010712
1291,2011040319
7459,2012062707
4627,2011120319
3823,2011100519
5840,2012022920
6287,2012040123
330,2011012318
1908,2011051900
6413,2012041117
1876,2011051716
4057,2011102301
837,2011030209
2948,2011080308
5878,2012030322
2128,2011060416
6285,2012040121
6425,2012041205
5901,2012030421
2615,2011070923
7034,2012052702
1726,2011050510
6696,2012050212
2786,2011072302
7239,2012061015
235,2011011619
3513,2011091321
3433,2011090713
5769,2012022509
1891,2011051807
706,2011022010
7027,2012052619
6429,2012041209
3323,2011083023
4959,2011122803
1067,2011031911
1068,2011031912
5610,2012021218
3019,2011080719
2147,2011060511
6251,2012033111
1506,2011042006
2669,2011071317
6293,2012040317
4889,2011122205
4967,2011122811
1520,2011042020
1452,2011041612
1433,2011041405
3814,2011100510
4202,2011110214
5045,2012010317
947,2011030923
433,2011020113
758,2011022402
4565,2011112917
2134,2011060422
5851,2012030107
4900,2011122404
3630,2011092118
3526,2011091410
4050,2011102218
964,2011031204
1244,2011033108
5866,2012030310
2383,2011062219
5140,2012011016
6602,2012042514
5503,2012020507
766,2011022410
5230,2012011522
1893,2011051809
93,2011010609
830,2011030202
3888,2011101000
6721,2012050501
6570,2012042218
1626,2011042806
5412,2012012912
3486,2011091106
7387,2012062107
3291,2011082803
3231,2011082403
3179,2011082011
5209,2012011501
4216,2011110304
5607,2012021215
6062,2012031714
1917,2011051909
1636,2011043004
3509,2011091317
6071,2012031723
1951,2011052207
6896,2012051620
6134,2012032202
3434,2011090714
5545,2012020813
2676,2011071400
936,2011030912
3747,2011100103
7324,2012061704
2454,2011062818
3479,2011091023
6266,2012040102
497,2011020517
3559,2011091707
1694,2011050402
5190,2012011406
103,2011010807
3456,2011090812
5505,2012020509
1780,2011051016
1701,2011050409
2674,2011071322
3764,2011100120
1509,2011042009
2089,2011060113
1576,2011042416
3566,2011091714
2911,2011073107
4299,2011110915
6579,2012042415
5931,2012030715
5122,2012010810
6682,2012050122
6659,2012042911
7450,2012062622
5225,2012011517
1036,2011031616
1739,2011050711
2449,2011062813
5153,2012011105
7461,2012062709
2943,2011080303
1056,2011031712
6188,2012032520
7315,2012061619
4485,2011112309
4605,2011120109
68,2011010508
3806,2011100502
92,2011010608
2141,2011060505
5977,2012031101
3660,2011092412
3024,2011080800
5644,2012021516
6787,2012050907
4411,2011111707
5900,2012030420
2648,2011071220
5251,2012011807
6619,2012042607
6277,2012040113
6951,2012052015
2043,2011052903
4048,2011102216
5868,2012030312
7078,2012053010
6930,2012051918
3632,2011092120
3996,2011101900
6365,2012040805
4769,2011121405
586,2011021210
1668,2011050112
1858,2011051510
6273,2012040109
190,2011011310
5090,2012010702
1735,2011050707
5123,2012010811
4497,2011112321
1962,2011052218
6614,2012042602
3909,2011101209
5740,2012022216
7448,2012062620
1170,2011032618
4966,2011122810
2339,2011061911
1987,2011052507
2145,2011060509
1758,2011050806
6604,2012042516
4718,2011121014
6038,2012031502
2511,2011070215
132,2011010912
149,2011011117
3470,2011091014
2777,2011072105
4920,2011122500
5186,2012011402
6810,2012051006
7312,2012061616
2878,2011072810
4892,2011122208
524,2011020620
3339,2011083115
2521,2011070301
6869,2012051517
65,2011010505
6824,2012051208
5498,2012020502
889,2011030601
2110,2011060210
5989,2012031113
7157,2012060517
4383,2011111603
3830,2011100602
4119,2011102703
4429,2011111913
3461,2011091005
5928,2012030712
3011,2011080711
3216,2011082200
5948,2012030808
5673,2012021809
5127,2012010815
973,2011031213
6858,2012051318
4113,2011102621
4872,2011122112
2990,2011080614
6472,2012041516
1583,2011042423
6814,2012051010
2686,2011071410
6798,2012050918
2414,2011062514
530,2011020814
3832,2011100604
252,2011011900
3820,2011100516
3001,2011080701
1749,2011050721
1021,2011031601
3789,2011100221
2941,2011080301
3989,2011101817
611,2011021311
2885,2011073005
6641,2012042817
1272,2011040300
6856,2012051316
5862,2012030306
2853,2011072709
191,2011011311
963,2011031203
98,2011010802
4451,2011112011
1222,2011033010
7351,2012061919
1590,2011042618
3192,2011082100
4145,2011102917
4291,2011110907
554,2011020914
6527,2012041911
4856,2011122020
2830,2011072422
4698,2011120806
1768,2011050816
3379,2011090319
1185,2011032709
750,2011022318
4987,2011122907
7145,2012060317
4331,2011111211
1375,2011041007
1792,2011051104
3571,2011091719
4143,2011102915
2560,2011070604
3149,2011081717
5376,2012012612
877,2011030513
5720,2012022120
3659,2011092411
2037,2011052821
6246,2012033106
1486,2011041722
5029,2012010113
2753,2011072005
5480,2012020408
247,2011011819
4001,2011101905
6772,2012050816
2073,2011053121
6366,2012040806
4981,2011122901
5152,2012011104
4779,2011121415
5599,2012021207
2606,2011070914
4270,2011110622
2569,2011070613
4691,2011120723
5068,2012010416
883,2011030519
2323,2011061819
3237,2011082409
3865,2011100901
3934,2011101310
5116,2012010804
864,2011030312
4019,2011101923
6220,2012032816
5958,2012031006
592,2011021216
6664,2012042916
735,2011022303
1412,2011041308
5929,2012030713
10,2011010110
2815,2011072407
7169,2012060605
6529,2012042101
5414,2012012914
7486,2012062810
5229,2012011521
5722,2012022122
6514,2012041822
5476,2012020404
5224,2012011516
4167,2011103015
6301,2012040401
6052,2012031704
1149,2011032409
6388,2012041016
430,2011013022
1781,2011051017
1203,2011032915
1219,2011033007
7222,2012060922
4479,2011112303
523,2011020619
2582,2011070702
5154,2012011106
245,2011011817
133,2011010913
5295,2012012115
2301,2011061609
716,2011022020
7196,2012060708
6406,2012041110
3622,2011092110
6354,2012040718
6982,2012052310
7298,2012061602
4617,2011120309
3568,2011091716
23,2011010123
5092,2012010704
2835,2011072615
4126,2011102710
529,2011020813
662,2011021702
6218,2012032814
953,2011031005
1265,2011040217
5479,2012020407
6260,2012033120
7066,2012052922
1444,2011041604
6371,2012040811
334,2011012322
5922,2012030706
6207,2012032803
319,2011012307
5189,2012011405
742,2011022310
2890,2011073010
2319,2011061815
2475,2011062915
7431,2012062415
4932,2011122512
3763,2011100119
914,2011030814
6321,2012040421
2081,2011060105
7440,2012062500
6569,2012042217
1691,2011050323
1031,2011031611
2248,2011061216
696,2011022000
4566,2011112918
3311,2011082823
984,2011031300
1479,2011041715
6746,2012050602
3890,2011101114
4229,2011110505
2598,2011070906
2588,2011070708
6536,2012042108
2768,2011072020
3245,2011082417
824,2011030120
1334,2011040702
5216,2012011508
1699,2011050407
5363,2012012523
3649,2011092401
6042,2012031506
2241,2011061209
5992,2012031116
4166,2011103014
1286,2011040314
6699,2012050215
2048,2011052908
329,2011012317
7391,2012062111
1955,2011052211
3650,2011092402
6412,2012041116
6112,2012032104
5315,2012012211
1903,2011051819
5383,2012012807
968,2011031208
817,2011030113
3157,2011081801
2947,2011080307
1364,2011040920
3758,2011100114
6173,2012032505
7229,2012061005
7393,2012062301
1040,2011031620
3739,2011092907
2107,2011060207
4985,2011122905
5374,2012012610
4391,2011111611
7291,2012061407
2787,2011072303
5561,2012020905
4773,2011121409
1613,2011042717
4072,2011102316
1997,2011052517
1980,2011052500
5427,2012013115
7243,2012061019
6635,2012042811
717,2011022021
3869,2011100905
6460,2012041504
3704,2011092720
2023,2011052807
123,2011010903
2950,2011080310
4509,2011112409
1686,2011050318
1201,2011032913
6059,2012031711
4016,2011101920
1549,2011042313
3884,2011100920
3597,2011091821
6264,2012040100
4292,2011110908
2091,2011060115
4559,2011112723
7449,2012062621
4221,2011110309
3621,2011092109
5086,2012010510
475,2011020307
5226,2012011518
146,2011011114
2,2011010102
1929,2011052109
2933,2011080217
2086,2011060110
1196,2011032720
5247,2012011803
3233,2011082405
6811,2012051007
7241,2012061017
3925,2011101301
2397,2011062309
5299,2012012119
2092,2011060116
6275,2012040111
6670,2012042922
2118,2011060406
5310,2012012206
1411,2011041307
2864,2011072720
871,2011030507
1991,2011052511
507,2011020603
5536,2012020804
5322,2012012218
5227,2012011519
7397,2012062305
2517,2011070221
7284,2012061400
4052,2011102220
2059,2011052919
6291,2012040315
4218,2011110306
1354,2011040910
7360,2012062004
4453,2011112013
2687,2011071411
1627,2011042807
7111,2012060207
493,2011020513
273,2011011921
2450,2011062814
5911,2012030619
4164,2011103012
7176,2012060612
5513,2012020517
6498,2012041806
1685,2011050317
5793,2012022609
2443,2011062619
3772,2011100204
5823,2012022903
3377,2011090317
2697,2011071609
6446,2012041414
1874,2011051714
7141,2012060313
3922,2011101222
5130,2012010818
4385,2011111605
3939,2011101503
4403,2011111623
3476,2011091020
4428,2011111912
405,2011012921
5149,2012011101
5696,2012021908
1628,2011042808
2270,2011061502
929,2011030905
5652,2012021600
6399,2012041103
5706,2012021918
4551,2011112715
194,2011011502
5509,2012020513
3611,2011092023
5887,2012030407
806,2011022714
7305,2012061609
6233,2012032905
7380,2012062100
4249,2011110601
6516,2012041900
1994,2011052514
3766,2011100122
449,2011020205
3230,2011082402
7040,2012052708
854,2011030302
4827,2011121803
1300,2011040516
5618,2012021414
4424,2011111908
4112,2011102620
5587,2012021119
6487,2012041719
3196,2011082104
4843,2011121819
3735,2011092903
7314,2012061618
7181,2012060617
6928,2012051916
849,2011030221
4317,2011111009
4890,2011122206
1848,2011051500
6336,2012040512
1327,2011040619
2663,2011071311
585,2011021209
680,2011021908
5570,2012021102
5335,2012012419
5663,2012021611
1012,2011031516
1900,2011051816
4481,2011112305
4169,2011103017
4793,2011121505
2287,2011061519
4198,2011110210
7264,2012061304
2643,2011071215
323,2011012311
1123,2011032307
2526,2011070306
3028,2011080916
83,2011010523
4042,2011102210
6524,2012041908
2177,2011060805
2795,2011072311
851,2011030223
7480,2012062804
6551,2012042123
2205,2011060909
2012,2011052608
3948,2011101512
4629,2011120321
3680,2011092508
5780,2012022520
1729,2011050701
6115,2012032107
3138,2011081706
1696,2011050404
2473,2011062913
2055,2011052915
6267,2012040103
1812,2011051200
5442,2012020106
3768,2011100200
6537,2012042109
1052,2011031708
3226,2011082322
4873,2011122113
7407,2012062315
